INSERT INTO Course (CourseId, Department, Faculty, University) VALUES
(2093, 'Math', 'Science', 'SAIT'),
(2094, 'Accounting', 'Business', 'University of Alberta'),
(2095, 'Math', 'Science', 'NAIT'),
(2096, 'Chemistry', 'Science', 'NAIT'),
(2097, 'Computer Science', 'Science', 'Bow Valley University'),
(2098, 'Economics', 'Business', 'University of Calgary'),
(2099, 'Film', 'Arts', 'Bow Valley University'),
(2100, 'Biology', 'Science', 'University of Calgary'),
(2101, 'Film', 'Arts', 'Mount Royal University'),
(2102, 'Computer Science', 'Science', 'MacEwan University'),
(2103, 'History', 'Arts', 'Bow Valley University'),
(2104, 'Finance', 'Business', 'NorQuest College'),
(2105, 'Film', 'Arts', 'Athabasca University'),
(2106, 'Accounting', 'Business', 'Athabasca University'),
(2107, 'English', 'Arts', 'Athabasca University'),
(2108, 'Computer Science', 'Science', 'Bow Valley University'),
(2109, 'Film', 'Arts', 'University of Calgary'),
(2110, 'Chemistry', 'Science', 'University of Calgary'),
(2111, 'Physics', 'Science', 'Mount Royal University'),
(2112, 'Music', 'Arts', 'Mount Royal University'),
(2113, 'Music', 'Arts', 'Athabasca University'),
(2114, 'Psychology', 'Science', 'Bow Valley University'),
(2115, 'Drama', 'Arts', 'University of Calgary'),
(2116, 'English', 'Arts', 'SAIT'),
(2117, 'English', 'Arts', 'NAIT'),
(2118, 'Drama', 'Arts', 'Bow Valley University'),
(2119, 'Economics', 'Business', 'University of Alberta'),
(2120, 'Psychology', 'Science', 'NAIT'),
(2121, 'Music', 'Arts', 'University of Alberta'),
(2122, 'Finance', 'Business', 'MacEwan University'),
(2123, 'Film', 'Arts', 'University of Calgary'),
(2124, 'Drama', 'Arts', 'Athabasca University'),
(2125, 'Fine Arts', 'Arts', 'NAIT'),
(2126, 'Computer Science', 'Science', 'Mount Royal University'),
(2127, 'Math', 'Science', 'MacEwan University'),
(2128, 'Physics', 'Science', 'Bow Valley University'),
(2129, 'History', 'Arts', 'NorQuest College'),
(2130, 'Psychology', 'Science', 'SAIT'),
(2131, 'Finance', 'Business', 'NorQuest College'),
(2132, 'Accounting', 'Business', 'Mount Royal University'),
(2133, 'Finance', 'Business', 'Athabasca University'),
(2134, 'Finance', 'Business', 'NAIT'),
(2135, 'Chemistry', 'Science', 'MacEwan University'),
(2136, 'Music', 'Arts', 'SAIT'),
(2137, 'Music', 'Arts', 'Bow Valley University'),
(2138, 'Physics', 'Science', 'University of Alberta'),
(2139, 'Finance', 'Business', 'University of Calgary'),
(2140, 'Law', 'Law', 'NAIT'),
(2141, 'English', 'Arts', 'SAIT'),
(2142, 'Music', 'Arts', 'Bow Valley University'),
(2143, 'History', 'Arts', 'MacEwan University'),
(2144, 'Accounting', 'Business', 'Bow Valley University'),
(2145, 'Music', 'Arts', 'Athabasca University'),
(2146, 'Film', 'Arts', 'Bow Valley University'),
(2147, 'Fine Arts', 'Arts', 'NAIT'),
(2148, 'Economics', 'Business', 'NorQuest College'),
(2149, 'Fine Arts', 'Arts', 'Bow Valley University'),
(2150, 'Chemistry', 'Science', 'University of Calgary'),
(2151, 'Psychology', 'Science', 'Athabasca University'),
(2152, 'Math', 'Science', 'University of Calgary'),
(2153, 'Economics', 'Business', 'Athabasca University'),
(2154, 'Economics', 'Business', 'SAIT'),
(2155, 'Finance', 'Business', 'NorQuest College'),
(2156, 'Finance', 'Business', 'NorQuest College'),
(2157, 'Chemistry', 'Science', 'University of Calgary'),
(2158, 'Math', 'Science', 'Bow Valley University'),
(2159, 'History', 'Arts', 'Athabasca University'),
(2160, 'Fine Arts', 'Arts', 'MacEwan University'),
(2161, 'History', 'Arts', 'NAIT'),
(2162, 'Economics', 'Business', 'Athabasca University'),
(2163, 'Fine Arts', 'Arts', 'University of Alberta'),
(2164, 'Computer Science', 'Science', 'SAIT'),
(2165, 'Drama', 'Arts', 'NorQuest College'),
(2166, 'Finance', 'Business', 'NAIT'),
(2167, 'Biology', 'Science', 'Bow Valley University'),
(2168, 'Law', 'Law', 'NorQuest College'),
(2169, 'Physics', 'Science', 'University of Calgary'),
(2170, 'History', 'Arts', 'Bow Valley University'),
(2171, 'Film', 'Arts', 'Mount Royal University'),
(2172, 'Physics', 'Science', 'University of Alberta'),
(2173, 'Law', 'Law', 'University of Alberta'),
(2174, 'Math', 'Science', 'NAIT'),
(2175, 'History', 'Arts', 'Athabasca University'),
(2176, 'Chemistry', 'Science', 'SAIT'),
(2177, 'Physics', 'Science', 'NorQuest College'),
(2178, 'Economics', 'Business', 'MacEwan University'),
(2179, 'Psychology', 'Science', 'University of Calgary'),
(2180, 'Law', 'Law', 'University of Calgary'),
(2181, 'Physics', 'Science', 'SAIT'),
(2182, 'Finance', 'Business', 'University of Alberta'),
(2183, 'Computer Science', 'Science', 'University of Alberta'),
(2184, 'Economics', 'Business', 'SAIT'),
(2185, 'Finance', 'Business', 'SAIT'),
(2186, 'Fine Arts', 'Arts', 'University of Alberta'),
(2187, 'Music', 'Arts', 'NAIT'),
(2188, 'Finance', 'Business', 'Athabasca University'),
(2189, 'Psychology', 'Science', 'NorQuest College'),
(2190, 'Music', 'Arts', 'SAIT'),
(2191, 'Physics', 'Science', 'Mount Royal University'),
(2192, 'Law', 'Law', 'University of Calgary'),
(2193, 'Computer Science', 'Science', 'University of Calgary'),
(2194, 'Fine Arts', 'Arts', 'SAIT'),
(2195, 'Biology', 'Science', 'Mount Royal University'),
(2196, 'Fine Arts', 'Arts', 'Athabasca University'),
(2197, 'Finance', 'Business', 'University of Alberta'),
(2198, 'Chemistry', 'Science', 'NorQuest College'),
(2199, 'Drama', 'Arts', 'Bow Valley University'),
(2200, 'Fine Arts', 'Arts', 'Athabasca University'),
(2201, 'Fine Arts', 'Arts', 'NAIT'),
(2202, 'Chemistry', 'Science', 'Athabasca University'),
(2203, 'Biology', 'Science', 'Mount Royal University'),
(2204, 'Math', 'Science', 'MacEwan University'),
(2205, 'Music', 'Arts', 'NAIT'),
(2206, 'Film', 'Arts', 'SAIT'),
(2207, 'Accounting', 'Business', 'Athabasca University'),
(2208, 'Music', 'Arts', 'MacEwan University'),
(2209, 'Fine Arts', 'Arts', 'University of Calgary'),
(2210, 'Physics', 'Science', 'Bow Valley University'),
(2211, 'Finance', 'Business', 'Athabasca University'),
(2212, 'Fine Arts', 'Arts', 'Athabasca University'),
(2213, 'Law', 'Law', 'University of Alberta'),
(2214, 'Computer Science', 'Science', 'Athabasca University'),
(2215, 'Music', 'Arts', 'University of Calgary'),
(2216, 'Math', 'Science', 'NorQuest College'),
(2217, 'History', 'Arts', 'University of Alberta'),
(2218, 'Physics', 'Science', 'NorQuest College'),
(2219, 'Psychology', 'Science', 'Bow Valley University'),
(2220, 'Film', 'Arts', 'Bow Valley University'),
(2221, 'Finance', 'Business', 'MacEwan University'),
(2222, 'Computer Science', 'Science', 'University of Alberta'),
(2223, 'Drama', 'Arts', 'Mount Royal University'),
(2224, 'Fine Arts', 'Arts', 'SAIT'),
(2225, 'Law', 'Law', 'MacEwan University'),
(2226, 'Psychology', 'Science', 'NorQuest College'),
(2227, 'Physics', 'Science', 'Bow Valley University'),
(2228, 'Math', 'Science', 'NorQuest College'),
(2229, 'Biology', 'Science', 'NAIT'),
(2230, 'Biology', 'Science', 'Mount Royal University'),
(2231, 'Finance', 'Business', 'University of Calgary'),
(2232, 'Drama', 'Arts', 'NAIT'),
(2233, 'Finance', 'Business', 'NorQuest College'),
(2234, 'Computer Science', 'Science', 'MacEwan University'),
(2235, 'Music', 'Arts', 'MacEwan University'),
(2236, 'Accounting', 'Business', 'SAIT'),
(2237, 'History', 'Arts', 'University of Alberta'),
(2238, 'English', 'Arts', 'Mount Royal University'),
(2239, 'Psychology', 'Science', 'Mount Royal University'),
(2240, 'Music', 'Arts', 'University of Alberta'),
(2241, 'Physics', 'Science', 'NAIT'),
(2242, 'History', 'Arts', 'Bow Valley University'),
(2243, 'Music', 'Arts', 'NAIT'),
(2244, 'Computer Science', 'Science', 'Athabasca University'),
(2245, 'Psychology', 'Science', 'Athabasca University'),
(2246, 'Finance', 'Business', 'NorQuest College'),
(2247, 'Law', 'Law', 'University of Alberta'),
(2248, 'Finance', 'Business', 'University of Calgary'),
(2249, 'Computer Science', 'Science', 'NAIT'),
(2250, 'Math', 'Science', 'Athabasca University'),
(2251, 'Music', 'Arts', 'NAIT'),
(2252, 'Music', 'Arts', 'MacEwan University'),
(2253, 'Finance', 'Business', 'MacEwan University'),
(2254, 'Drama', 'Arts', 'NorQuest College'),
(2255, 'Fine Arts', 'Arts', 'NAIT'),
(2256, 'Drama', 'Arts', 'MacEwan University'),
(2257, 'Biology', 'Science', 'MacEwan University'),
(2258, 'Music', 'Arts', 'University of Alberta'),
(2259, 'Chemistry', 'Science', 'NAIT'),
(2260, 'History', 'Arts', 'Mount Royal University'),
(2261, 'Film', 'Arts', 'SAIT'),
(2262, 'Drama', 'Arts', 'University of Calgary'),
(2263, 'Film', 'Arts', 'Bow Valley University'),
(2264, 'English', 'Arts', 'Mount Royal University'),
(2265, 'Computer Science', 'Science', 'Athabasca University'),
(2266, 'Music', 'Arts', 'Mount Royal University'),
(2267, 'Economics', 'Business', 'University of Calgary'),
(2268, 'Physics', 'Science', 'NorQuest College'),
(2269, 'Chemistry', 'Science', 'Bow Valley University'),
(2270, 'Accounting', 'Business', 'NAIT'),
(2271, 'Accounting', 'Business', 'MacEwan University'),
(2272, 'Music', 'Arts', 'NAIT'),
(2273, 'Psychology', 'Science', 'MacEwan University'),
(2274, 'Finance', 'Business', 'Mount Royal University'),
(2275, 'Math', 'Science', 'SAIT'),
(2276, 'Film', 'Arts', 'University of Alberta'),
(2277, 'Biology', 'Science', 'Bow Valley University'),
(2278, 'Physics', 'Science', 'NorQuest College'),
(2279, 'Drama', 'Arts', 'Bow Valley University'),
(2280, 'Math', 'Science', 'MacEwan University'),
(2281, 'Physics', 'Science', 'Bow Valley University'),
(2282, 'English', 'Arts', 'NAIT'),
(2283, 'English', 'Arts', 'MacEwan University'),
(2284, 'Law', 'Law', 'SAIT'),
(2285, 'Chemistry', 'Science', 'Bow Valley University'),
(2286, 'Law', 'Law', 'MacEwan University'),
(2287, 'Math', 'Science', 'MacEwan University'),
(2288, 'Computer Science', 'Science', 'SAIT'),
(2289, 'Accounting', 'Business', 'University of Alberta'),
(2290, 'Chemistry', 'Science', 'University of Alberta'),
(2291, 'Psychology', 'Science', 'Bow Valley University'),
(2292, 'Finance', 'Business', 'MacEwan University'),
(2293, 'Psychology', 'Science', 'Athabasca University'),
(2294, 'Music', 'Arts', 'MacEwan University'),
(2295, 'Math', 'Science', 'NorQuest College'),
(2296, 'Psychology', 'Science', 'NorQuest College'),
(2297, 'Chemistry', 'Science', 'Athabasca University'),
(2298, 'Economics', 'Business', 'NorQuest College'),
(2299, 'Fine Arts', 'Arts', 'MacEwan University'),
(2300, 'Economics', 'Business', 'NorQuest College'),
(2301, 'Drama', 'Arts', 'Bow Valley University'),
(2302, 'Chemistry', 'Science', 'University of Alberta'),
(2303, 'Math', 'Science', 'SAIT'),
(2304, 'Math', 'Science', 'Mount Royal University'),
(2305, 'Math', 'Science', 'NorQuest College'),
(2306, 'English', 'Arts', 'Mount Royal University'),
(2307, 'Law', 'Law', 'NAIT'),
(2308, 'Economics', 'Business', 'NAIT'),
(2309, 'Math', 'Science', 'NorQuest College'),
(2310, 'Physics', 'Science', 'SAIT'),
(2311, 'Accounting', 'Business', 'NorQuest College'),
(2312, 'Economics', 'Business', 'NorQuest College'),
(2313, 'Economics', 'Business', 'NAIT'),
(2314, 'Law', 'Law', 'SAIT'),
(2315, 'Finance', 'Business', 'Mount Royal University'),
(2316, 'Physics', 'Science', 'University of Calgary'),
(2317, 'Physics', 'Science', 'NAIT'),
(2318, 'Film', 'Arts', 'Bow Valley University'),
(2319, 'Computer Science', 'Science', 'NorQuest College'),
(2320, 'Law', 'Law', 'NAIT'),
(2321, 'Finance', 'Business', 'University of Calgary'),
(2322, 'Fine Arts', 'Arts', 'Bow Valley University'),
(2323, 'Film', 'Arts', 'Bow Valley University'),
(2324, 'Film', 'Arts', 'SAIT'),
(2325, 'Fine Arts', 'Arts', 'University of Calgary'),
(2326, 'Psychology', 'Science', 'NAIT'),
(2327, 'Economics', 'Business', 'University of Alberta'),
(2328, 'Math', 'Science', 'Athabasca University'),
(2329, 'Finance', 'Business', 'NAIT'),
(2330, 'Accounting', 'Business', 'Mount Royal University'),
(2331, 'Accounting', 'Business', 'University of Alberta'),
(2332, 'Physics', 'Science', 'MacEwan University'),
(2333, 'Accounting', 'Business', 'MacEwan University'),
(2334, 'English', 'Arts', 'Mount Royal University'),
(2335, 'Accounting', 'Business', 'SAIT'),
(2336, 'Law', 'Law', 'University of Alberta'),
(2337, 'Math', 'Science', 'NAIT'),
(2338, 'Computer Science', 'Science', 'NorQuest College'),
(2339, 'Computer Science', 'Science', 'University of Calgary'),
(2340, 'Biology', 'Science', 'Athabasca University'),
(2341, 'Film', 'Arts', 'University of Calgary'),
(2342, 'Accounting', 'Business', 'SAIT'),
(2343, 'Physics', 'Science', 'University of Calgary'),
(2344, 'Law', 'Law', 'University of Alberta'),
(2345, 'Fine Arts', 'Arts', 'NorQuest College'),
(2346, 'Biology', 'Science', 'Mount Royal University'),
(2347, 'Chemistry', 'Science', 'Athabasca University'),
(2348, 'Accounting', 'Business', 'University of Calgary'),
(2349, 'Computer Science', 'Science', 'Bow Valley University'),
(2350, 'Film', 'Arts', 'University of Calgary'),
(2351, 'Drama', 'Arts', 'MacEwan University'),
(2352, 'Psychology', 'Science', 'Bow Valley University'),
(2353, 'Biology', 'Science', 'NorQuest College'),
(2354, 'Finance', 'Business', 'Mount Royal University'),
(2355, 'Film', 'Arts', 'University of Calgary'),
(2356, 'Chemistry', 'Science', 'NorQuest College'),
(2357, 'English', 'Arts', 'University of Alberta'),
(2358, 'Finance', 'Business', 'MacEwan University'),
(2359, 'Math', 'Science', 'Mount Royal University'),
(2360, 'Physics', 'Science', 'NAIT'),
(2361, 'Psychology', 'Science', 'Bow Valley University'),
(2362, 'Computer Science', 'Science', 'NAIT'),
(2363, 'Chemistry', 'Science', 'Bow Valley University'),
(2364, 'Chemistry', 'Science', 'Athabasca University'),
(2365, 'Finance', 'Business', 'University of Calgary'),
(2366, 'History', 'Arts', 'MacEwan University'),
(2367, 'Film', 'Arts', 'MacEwan University'),
(2368, 'Chemistry', 'Science', 'Athabasca University'),
(2369, 'Accounting', 'Business', 'University of Calgary'),
(2370, 'Drama', 'Arts', 'MacEwan University'),
(2371, 'Biology', 'Science', 'University of Calgary'),
(2372, 'Chemistry', 'Science', 'Mount Royal University'),
(2373, 'Economics', 'Business', 'Bow Valley University'),
(2374, 'English', 'Arts', 'NorQuest College'),
(2375, 'Psychology', 'Science', 'NorQuest College'),
(2376, 'Film', 'Arts', 'Mount Royal University'),
(2377, 'Economics', 'Business', 'Mount Royal University'),
(2378, 'Biology', 'Science', 'SAIT'),
(2379, 'History', 'Arts', 'NorQuest College'),
(2380, 'Drama', 'Arts', 'Bow Valley University'),
(2381, 'Economics', 'Business', 'University of Calgary'),
(2382, 'Fine Arts', 'Arts', 'NorQuest College'),
(2383, 'Psychology', 'Science', 'University of Alberta'),
(2384, 'Computer Science', 'Science', 'MacEwan University'),
(2385, 'Music', 'Arts', 'MacEwan University'),
(2386, 'Biology', 'Science', 'University of Calgary'),
(2387, 'Chemistry', 'Science', 'NAIT'),
(2388, 'Computer Science', 'Science', 'University of Alberta'),
(2389, 'Accounting', 'Business', 'University of Calgary'),
(2390, 'English', 'Arts', 'University of Calgary'),
(2391, 'Computer Science', 'Science', 'Mount Royal University'),
(2392, 'Physics', 'Science', 'Athabasca University'),
(2393, 'Law', 'Law', 'University of Alberta'),
(2394, 'Fine Arts', 'Arts', 'Bow Valley University'),
(2395, 'Computer Science', 'Science', 'University of Calgary'),
(2396, 'Law', 'Law', 'University of Alberta'),
(2397, 'Chemistry', 'Science', 'University of Calgary'),
(2398, 'Psychology', 'Science', 'Mount Royal University'),
(2399, 'Finance', 'Business', 'Bow Valley University'),
(2400, 'Law', 'Law', 'NorQuest College'),
(2401, 'English', 'Arts', 'Bow Valley University'),
(2402, 'Psychology', 'Science', 'Athabasca University'),
(2403, 'Fine Arts', 'Arts', 'University of Calgary'),
(2404, 'Computer Science', 'Science', 'University of Alberta'),
(2405, 'Accounting', 'Business', 'NAIT'),
(2406, 'Computer Science', 'Science', 'SAIT'),
(2407, 'Finance', 'Business', 'SAIT'),
(2408, 'Accounting', 'Business', 'SAIT'),
(2409, 'Biology', 'Science', 'Bow Valley University'),
(2410, 'Accounting', 'Business', 'Mount Royal University'),
(2411, 'Drama', 'Arts', 'NAIT'),
(2412, 'Physics', 'Science', 'SAIT'),
(2413, 'English', 'Arts', 'Mount Royal University'),
(2414, 'Accounting', 'Business', 'NAIT'),
(2415, 'Music', 'Arts', 'NAIT'),
(2416, 'Economics', 'Business', 'University of Alberta'),
(2417, 'Physics', 'Science', 'Mount Royal University'),
(2418, 'Economics', 'Business', 'University of Calgary'),
(2419, 'History', 'Arts', 'Athabasca University'),
(2420, 'Physics', 'Science', 'University of Calgary'),
(2421, 'Economics', 'Business', 'NorQuest College'),
(2422, 'Drama', 'Arts', 'Athabasca University'),
(2423, 'Accounting', 'Business', 'SAIT'),
(2424, 'Finance', 'Business', 'Athabasca University'),
(2425, 'History', 'Arts', 'MacEwan University'),
(2426, 'Economics', 'Business', 'SAIT'),
(2427, 'Drama', 'Arts', 'Athabasca University'),
(2428, 'Economics', 'Business', 'Athabasca University'),
(2429, 'Fine Arts', 'Arts', 'Bow Valley University'),
(2430, 'Law', 'Law', 'MacEwan University'),
(2431, 'English', 'Arts', 'Athabasca University'),
(2432, 'Computer Science', 'Science', 'NAIT'),
(2433, 'Law', 'Law', 'NorQuest College'),
(2434, 'Fine Arts', 'Arts', 'Athabasca University'),
(2435, 'Accounting', 'Business', 'University of Alberta'),
(2436, 'Accounting', 'Business', 'Athabasca University'),
(2437, 'Computer Science', 'Science', 'NorQuest College'),
(2438, 'Drama', 'Arts', 'SAIT'),
(2439, 'Law', 'Law', 'Mount Royal University'),
(2440, 'Biology', 'Science', 'Athabasca University'),
(2441, 'Math', 'Science', 'Athabasca University'),
(2442, 'Physics', 'Science', 'NorQuest College'),
(2443, 'Psychology', 'Science', 'NorQuest College'),
(2444, 'Drama', 'Arts', 'University of Calgary'),
(2445, 'Law', 'Law', 'University of Alberta'),
(2446, 'Film', 'Arts', 'Mount Royal University'),
(2447, 'Math', 'Science', 'NorQuest College'),
(2448, 'Finance', 'Business', 'SAIT'),
(2449, 'English', 'Arts', 'University of Calgary'),
(2450, 'Computer Science', 'Science', 'Mount Royal University'),
(2451, 'Drama', 'Arts', 'University of Calgary'),
(2452, 'Chemistry', 'Science', 'Athabasca University'),
(2453, 'Fine Arts', 'Arts', 'MacEwan University'),
(2454, 'Film', 'Arts', 'MacEwan University'),
(2455, 'Music', 'Arts', 'MacEwan University'),
(2456, 'History', 'Arts', 'University of Calgary'),
(2457, 'Economics', 'Business', 'NAIT'),
(2458, 'Economics', 'Business', 'Bow Valley University'),
(2459, 'Fine Arts', 'Arts', 'Athabasca University'),
(2460, 'Math', 'Science', 'NorQuest College'),
(2461, 'Accounting', 'Business', 'University of Calgary'),
(2462, 'Drama', 'Arts', 'Mount Royal University'),
(2463, 'History', 'Arts', 'NAIT'),
(2464, 'English', 'Arts', 'University of Calgary'),
(2465, 'Physics', 'Science', 'University of Calgary'),
(2466, 'Finance', 'Business', 'University of Calgary'),
(2467, 'Math', 'Science', 'MacEwan University'),
(2468, 'Film', 'Arts', 'Athabasca University'),
(2469, 'Chemistry', 'Science', 'NAIT'),
(2470, 'Computer Science', 'Science', 'University of Alberta'),
(2471, 'Physics', 'Science', 'Athabasca University'),
(2472, 'Fine Arts', 'Arts', 'Athabasca University'),
(2473, 'Physics', 'Science', 'Athabasca University'),
(2474, 'Accounting', 'Business', 'NorQuest College'),
(2475, 'Economics', 'Business', 'Bow Valley University'),
(2476, 'Chemistry', 'Science', 'University of Alberta'),
(2477, 'Finance', 'Business', 'University of Calgary'),
(2478, 'Math', 'Science', 'Athabasca University'),
(2479, 'Computer Science', 'Science', 'Bow Valley University'),
(2480, 'Drama', 'Arts', 'NAIT'),
(2481, 'Math', 'Science', 'Bow Valley University'),
(2482, 'Computer Science', 'Science', 'University of Alberta'),
(2483, 'Law', 'Law', 'NAIT'),
(2484, 'Law', 'Law', 'Athabasca University'),
(2485, 'Economics', 'Business', 'Bow Valley University'),
(2486, 'Chemistry', 'Science', 'Athabasca University'),
(2487, 'Chemistry', 'Science', 'NorQuest College'),
(2488, 'Physics', 'Science', 'University of Alberta'),
(2489, 'Biology', 'Science', 'NAIT'),
(2490, 'English', 'Arts', 'MacEwan University'),
(2491, 'Biology', 'Science', 'Athabasca University'),
(2492, 'Biology', 'Science', 'Bow Valley University'),
(2493, 'Music', 'Arts', 'NAIT'),
(2494, 'Law', 'Law', 'Mount Royal University'),
(2495, 'Biology', 'Science', 'Bow Valley University'),
(2496, 'Computer Science', 'Science', 'Mount Royal University'),
(2497, 'Finance', 'Business', 'University of Calgary'),
(2498, 'Computer Science', 'Science', 'SAIT'),
(2499, 'Finance', 'Business', 'Bow Valley University'),
(2500, 'Psychology', 'Science', 'NorQuest College'),
(2501, 'Fine Arts', 'Arts', 'NAIT'),
(2502, 'English', 'Arts', 'University of Alberta'),
(2503, 'Fine Arts', 'Arts', 'Mount Royal University'),
(2504, 'English', 'Arts', 'Athabasca University'),
(2505, 'Chemistry', 'Science', 'NAIT'),
(2506, 'History', 'Arts', 'University of Alberta'),
(2507, 'Accounting', 'Business', 'NorQuest College'),
(2508, 'Chemistry', 'Science', 'NAIT'),
(2509, 'Drama', 'Arts', 'NorQuest College'),
(2510, 'Law', 'Law', 'University of Calgary'),
(2511, 'Drama', 'Arts', 'NAIT'),
(2512, 'Math', 'Science', 'MacEwan University'),
(2513, 'Accounting', 'Business', 'NorQuest College'),
(2514, 'History', 'Arts', 'Athabasca University'),
(2515, 'Drama', 'Arts', 'NorQuest College'),
(2516, 'Fine Arts', 'Arts', 'University of Calgary'),
(2517, 'Accounting', 'Business', 'Bow Valley University'),
(2518, 'English', 'Arts', 'SAIT'),
(2519, 'English', 'Arts', 'Athabasca University'),
(2520, 'History', 'Arts', 'University of Calgary'),
(2521, 'Physics', 'Science', 'SAIT'),
(2522, 'Computer Science', 'Science', 'NorQuest College'),
(2523, 'Fine Arts', 'Arts', 'Athabasca University'),
(2524, 'Finance', 'Business', 'Athabasca University'),
(2525, 'History', 'Arts', 'Bow Valley University'),
(2526, 'Accounting', 'Business', 'NAIT'),
(2527, 'Computer Science', 'Science', 'MacEwan University'),
(2528, 'Fine Arts', 'Arts', 'Mount Royal University'),
(2529, 'Math', 'Science', 'University of Alberta'),
(2530, 'Music', 'Arts', 'University of Calgary'),
(2531, 'Drama', 'Arts', 'Mount Royal University'),
(2532, 'English', 'Arts', 'Mount Royal University'),
(2533, 'Music', 'Arts', 'Bow Valley University'),
(2534, 'Psychology', 'Science', 'SAIT'),
(2535, 'Law', 'Law', 'NorQuest College'),
(2536, 'Computer Science', 'Science', 'NorQuest College'),
(2537, 'Music', 'Arts', 'NorQuest College'),
(2538, 'Psychology', 'Science', 'Bow Valley University'),
(2539, 'Accounting', 'Business', 'University of Alberta'),
(2540, 'Physics', 'Science', 'SAIT'),
(2541, 'History', 'Arts', 'NAIT'),
(2542, 'Chemistry', 'Science', 'NorQuest College'),
(2543, 'Finance', 'Business', 'SAIT'),
(2544, 'English', 'Arts', 'NAIT'),
(2545, 'Fine Arts', 'Arts', 'Athabasca University'),
(2546, 'Finance', 'Business', 'University of Calgary'),
(2547, 'English', 'Arts', 'NorQuest College'),
(2548, 'Film', 'Arts', 'NorQuest College'),
(2549, 'Chemistry', 'Science', 'NorQuest College'),
(2550, 'Biology', 'Science', 'NAIT'),
(2551, 'Drama', 'Arts', 'University of Alberta'),
(2552, 'Computer Science', 'Science', 'Mount Royal University'),
(2553, 'Finance', 'Business', 'MacEwan University'),
(2554, 'Economics', 'Business', 'Mount Royal University'),
(2555, 'Psychology', 'Science', 'NorQuest College'),
(2556, 'Finance', 'Business', 'SAIT'),
(2557, 'Film', 'Arts', 'University of Calgary'),
(2558, 'Fine Arts', 'Arts', 'University of Alberta'),
(2559, 'Chemistry', 'Science', 'Mount Royal University'),
(2560, 'Film', 'Arts', 'University of Calgary'),
(2561, 'Film', 'Arts', 'University of Alberta'),
(2562, 'Psychology', 'Science', 'NorQuest College'),
(2563, 'Physics', 'Science', 'SAIT'),
(2564, 'Computer Science', 'Science', 'Bow Valley University'),
(2565, 'Music', 'Arts', 'MacEwan University'),
(2566, 'Physics', 'Science', 'Athabasca University'),
(2567, 'Chemistry', 'Science', 'University of Alberta'),
(2568, 'Physics', 'Science', 'NAIT'),
(2569, 'Film', 'Arts', 'MacEwan University'),
(2570, 'English', 'Arts', 'MacEwan University'),
(2571, 'History', 'Arts', 'MacEwan University'),
(2572, 'Biology', 'Science', 'MacEwan University'),
(2573, 'Physics', 'Science', 'University of Calgary'),
(2574, 'Math', 'Science', 'Mount Royal University'),
(2575, 'Chemistry', 'Science', 'SAIT'),
(2576, 'History', 'Arts', 'Mount Royal University'),
(2577, 'Accounting', 'Business', 'University of Alberta'),
(2578, 'Biology', 'Science', 'NorQuest College'),
(2579, 'English', 'Arts', 'Mount Royal University'),
(2580, 'Chemistry', 'Science', 'NAIT'),
(2581, 'Math', 'Science', 'University of Alberta'),
(2582, 'Film', 'Arts', 'NorQuest College'),
(2583, 'Economics', 'Business', 'University of Alberta'),
(2584, 'English', 'Arts', 'NAIT'),
(2585, 'Music', 'Arts', 'SAIT'),
(2586, 'Film', 'Arts', 'University of Calgary'),
(2587, 'History', 'Arts', 'Athabasca University'),
(2588, 'Computer Science', 'Science', 'MacEwan University'),
(2589, 'Physics', 'Science', 'Bow Valley University'),
(2590, 'Chemistry', 'Science', 'Athabasca University'),
(2591, 'Film', 'Arts', 'MacEwan University'),
(2592, 'Fine Arts', 'Arts', 'University of Alberta'),
(2593, 'Math', 'Science', 'University of Alberta'),
(2594, 'English', 'Arts', 'University of Calgary'),
(2595, 'Chemistry', 'Science', 'University of Calgary'),
(2596, 'Biology', 'Science', 'Bow Valley University'),
(2597, 'English', 'Arts', 'Mount Royal University'),
(2598, 'Math', 'Science', 'NAIT'),
(2599, 'Fine Arts', 'Arts', 'Bow Valley University'),
(2600, 'Music', 'Arts', 'Athabasca University'),
(2601, 'Fine Arts', 'Arts', 'University of Calgary'),
(2602, 'Chemistry', 'Science', 'SAIT'),
(2603, 'Finance', 'Business', 'NAIT'),
(2604, 'Computer Science', 'Science', 'Athabasca University'),
(2605, 'Drama', 'Arts', 'University of Alberta'),
(2606, 'Biology', 'Science', 'Mount Royal University'),
(2607, 'Music', 'Arts', 'Bow Valley University'),
(2608, 'Economics', 'Business', 'Bow Valley University'),
(2609, 'History', 'Arts', 'University of Calgary'),
(2610, 'Accounting', 'Business', 'University of Alberta'),
(2611, 'History', 'Arts', 'Bow Valley University'),
(2612, 'Biology', 'Science', 'SAIT'),
(2613, 'Physics', 'Science', 'Bow Valley University'),
(2614, 'Math', 'Science', 'University of Alberta'),
(2615, 'Physics', 'Science', 'Mount Royal University'),
(2616, 'Economics', 'Business', 'NorQuest College'),
(2617, 'Finance', 'Business', 'Bow Valley University'),
(2618, 'Film', 'Arts', 'Athabasca University'),
(2619, 'Music', 'Arts', 'University of Calgary'),
(2620, 'Chemistry', 'Science', 'NAIT'),
(2621, 'Law', 'Law', 'Athabasca University'),
(2622, 'Math', 'Science', 'Mount Royal University'),
