INSERT INTO Student (StudentId, Major, Gender) VALUES
(105035, 'Fine Arts', 'Female'),
(105036, 'Economics', 'Female'),
(105037, 'Fine Arts', 'Male'),
(105038, 'Chemistry', 'Male'),
(105039, 'English', 'Female'),
(105040, 'Economics', 'Male'),
(105041, 'Fine Arts', 'Female'),
(105042, 'History', 'Male'),
(105043, 'History', 'Female'),
(105044, 'Music', 'Male'),
(105045, 'English', 'Male'),
(105046, 'Math', 'Female'),
(105047, 'Math', 'Male'),
(105048, 'Law', 'Female'),
(105049, 'Math', 'Female'),
(105050, 'Biology', 'Female'),
(105051, 'English', 'Male'),
(105052, 'Fine Arts', 'Male'),
(105053, 'Music', 'Female'),
(105054, 'English', 'Male'),
(105055, 'Fine Arts', 'Male'),
(105056, 'Finance', 'Female'),
(105057, 'Drama', 'Male'),
(105058, 'History', 'Female'),
(105059, 'Music', 'Male'),
(105060, 'Accounting', 'Male'),
(105061, 'Biology', 'Female'),
(105062, 'Economics', 'Male'),
(105063, 'Physics', 'Female'),
(105064, 'Film', 'Female'),
(105065, 'Psychology', 'Male'),
(105066, 'Chemistry', 'Male'),
(105067, 'Math', 'Male'),
(105068, 'Accounting', 'Female'),
(105069, 'Drama', 'Female'),
(105070, 'History', 'Female'),
(105071, 'Biology', 'Male'),
(105072, 'Law', 'Male'),
(105073, 'Drama', 'Female'),
(105074, 'Economics', 'Female'),
(105075, 'Chemistry', 'Male'),
(105076, 'Film', 'Male'),
(105077, 'Physics', 'Female'),
(105078, 'Psychology', 'Female'),
(105079, 'English', 'Female'),
(105080, 'English', 'Female'),
(105081, 'Film', 'Male'),
(105082, 'English', 'Female'),
(105083, 'Fine Arts', 'Female'),
(105084, 'Math', 'Male'),
(105085, 'Film', 'Male'),
(105086, 'English', 'Male'),
(105087, 'Music', 'Male'),
(105088, 'Computer Science', 'Female'),
(105089, 'Drama', 'Male'),
(105090, 'Psychology', 'Female'),
(105091, 'Fine Arts', 'Male'),
(105092, 'Fine Arts', 'Male'),
(105093, 'Psychology', 'Male'),
(105094, 'History', 'Female'),
(105095, 'Finance', 'Male'),
(105096, 'Drama', 'Male'),
(105097, 'English', 'Female'),
(105098, 'Finance', 'Male'),
(105099, 'Accounting', 'Female'),
(105100, 'Fine Arts', 'Male'),
(105101, 'Music', 'Male'),
(105102, 'Accounting', 'Male'),
(105103, 'Chemistry', 'Male'),
(105104, 'Accounting', 'Female'),
(105105, 'Computer Science', 'Male'),
(105106, 'Psychology', 'Female'),
(105107, 'Film', 'Male'),
(105108, 'Chemistry', 'Female'),
(105109, 'Chemistry', 'Male'),
(105110, 'Law', 'Male'),
(105111, 'Computer Science', 'Female'),
(105112, 'Physics', 'Male'),
(105113, 'Finance', 'Male'),
(105114, 'History', 'Male'),
(105115, 'Chemistry', 'Male'),
(105116, 'Law', 'Female'),
(105117, 'Computer Science', 'Male'),
(105118, 'Economics', 'Female'),
(105119, 'History', 'Male'),
(105120, 'Law', 'Male'),
(105121, 'English', 'Female'),
(105122, 'Economics', 'Male'),
(105123, 'Economics', 'Male'),
(105124, 'Accounting', 'Male'),
(105125, 'Economics', 'Female'),
(105126, 'History', 'Male'),
(105127, 'Music', 'Male'),
(105128, 'Film', 'Male'),
(105129, 'Finance', 'Male'),
(105130, 'Fine Arts', 'Male'),
(105131, 'Music', 'Female'),
(105132, 'Chemistry', 'Male'),
(105133, 'Computer Science', 'Male'),
(105134, 'Film', 'Male'),
(105135, 'Psychology', 'Male'),
(105136, 'Math', 'Male'),
(105137, 'Chemistry', 'Male'),
(105138, 'Physics', 'Female'),
(105139, 'Chemistry', 'Female'),
(105140, 'Accounting', 'Male'),
(105141, 'Economics', 'Male'),
(105142, 'Drama', 'Female'),
(105143, 'Drama', 'Female'),
(105144, 'Math', 'Female'),
(105145, 'Law', 'Female'),
(105146, 'Accounting', 'Male'),
(105147, 'Psychology', 'Male'),
(105148, 'Film', 'Male'),
(105149, 'Film', 'Female'),
(105150, 'Law', 'Male'),
(105151, 'Music', 'Male'),
(105152, 'Film', 'Male'),
(105153, 'Fine Arts', 'Male'),
(105154, 'Computer Science', 'Male'),
(105155, 'Music', 'Female'),
(105156, 'Film', 'Female'),
(105157, 'Fine Arts', 'Female'),
(105158, 'Psychology', 'Female'),
(105159, 'Finance', 'Male'),
(105160, 'Economics', 'Female'),
(105161, 'Accounting', 'Female'),
(105162, 'Music', 'Male'),
(105163, 'Math', 'Female'),
(105164, 'Finance', 'Male'),
(105165, 'Accounting', 'Male'),
(105166, 'Drama', 'Male'),
(105167, 'Accounting', 'Female'),
(105168, 'Drama', 'Female'),
(105169, 'Fine Arts', 'Female'),
(105170, 'Math', 'Male'),
(105171, 'Accounting', 'Male'),
(105172, 'Psychology', 'Female'),
(105173, 'Computer Science', 'Male'),
(105174, 'Finance', 'Male'),
(105175, 'English', 'Female'),
(105176, 'Chemistry', 'Male'),
(105177, 'Film', 'Female'),
(105178, 'Drama', 'Female'),
(105179, 'History', 'Male'),
(105180, 'Biology', 'Male'),
(105181, 'History', 'Male'),
(105182, 'Film', 'Female'),
(105183, 'English', 'Male'),
(105184, 'Music', 'Male'),
(105185, 'Physics', 'Male'),
(105186, 'Fine Arts', 'Female'),
(105187, 'Biology', 'Female'),
(105188, 'Film', 'Male'),
(105189, 'Chemistry', 'Female'),
(105190, 'Music', 'Female'),
(105191, 'Fine Arts', 'Male'),
(105192, 'Biology', 'Female'),
(105193, 'History', 'Female'),
(105194, 'Finance', 'Male'),
(105195, 'History', 'Female'),
(105196, 'Math', 'Male'),
(105197, 'Film', 'Female'),
(105198, 'Drama', 'Female'),
(105199, 'English', 'Male'),
(105200, 'Accounting', 'Male'),
(105201, 'Physics', 'Female'),
(105202, 'English', 'Female'),
(105203, 'Biology', 'Female'),
(105204, 'Economics', 'Male'),
(105205, 'Chemistry', 'Male'),
(105206, 'Law', 'Male'),
(105207, 'Finance', 'Male'),
(105208, 'Computer Science', 'Male'),
(105209, 'Physics', 'Female'),
(105210, 'Film', 'Male'),
(105211, 'Math', 'Male'),
(105212, 'History', 'Female'),
(105213, 'Law', 'Female'),
(105214, 'Math', 'Non-binary'),
(105215, 'Music', 'Female'),
(105216, 'Drama', 'Male'),
(105217, 'Law', 'Female'),
(105218, 'History', 'Female'),
(105219, 'Physics', 'Male'),
(105220, 'Film', 'Female'),
(105221, 'Finance', 'Female'),
(105222, 'English', 'Female'),
(105223, 'Music', 'Male'),
(105224, 'Computer Science', 'Male'),
(105225, 'Film', 'Female'),
(105226, 'Drama', 'Male'),
(105227, 'Psychology', 'Non-binary'),
(105228, 'Computer Science', 'Female'),
(105229, 'Math', 'Female'),
(105230, 'Physics', 'Male'),
(105231, 'Biology', 'Female'),
(105232, 'Psychology', 'Male'),
(105233, 'Chemistry', 'Male'),
(105234, 'English', 'Female'),
(105235, 'Math', 'Male'),
(105236, 'Chemistry', 'Female'),
(105237, 'Computer Science', 'Female'),
(105238, 'Film', 'Male'),
(105239, 'Math', 'Female'),
(105240, 'Economics', 'Male'),
(105241, 'Biology', 'Male'),
(105242, 'Fine Arts', 'Female'),
(105243, 'Biology', 'Female'),
(105244, 'Drama', 'Female'),
(105245, 'Psychology', 'Female'),
(105246, 'Law', 'Female'),
(105247, 'Economics', 'Male'),
(105248, 'Biology', 'Male'),
(105249, 'Psychology', 'Male'),
(105250, 'Accounting', 'Female'),
(105251, 'Math', 'Female'),
(105252, 'Law', 'Male'),
(105253, 'Accounting', 'Female'),
(105254, 'Law', 'Male'),
(105255, 'Law', 'Female'),
(105256, 'Finance', 'Female'),
(105257, 'Math', 'Male'),
(105258, 'Film', 'Female'),
(105259, 'Biology', 'Female'),
(105260, 'Film', 'Male'),
(105261, 'English', 'Female'),
(105262, 'Film', 'Male'),
(105263, 'Chemistry', 'Male'),
(105264, 'Film', 'Male'),
(105265, 'English', 'Male'),
(105266, 'Law', 'Male'),
(105267, 'Law', 'Male'),
(105268, 'Biology', 'Male'),
(105269, 'Computer Science', 'Female'),
(105270, 'Psychology', 'Female'),
(105271, 'Accounting', 'Male'),
(105272, 'History', 'Female'),
(105273, 'Computer Science', 'Female'),
(105274, 'Math', 'Male'),
(105275, 'Finance', 'Male'),
(105276, 'Accounting', 'Female'),
(105277, 'History', 'Male'),
(105278, 'Drama', 'Male'),
(105279, 'Fine Arts', 'Female'),
(105280, 'Biology', 'Female'),
(105281, 'Film', 'Female'),
(105282, 'Biology', 'Female'),
(105283, 'Chemistry', 'Female'),
(105284, 'Biology', 'Non-binary'),
(105285, 'Biology', 'Male'),
(105286, 'Accounting', 'Male'),
(105287, 'Accounting', 'Male'),
(105288, 'Music', 'Male'),
(105289, 'Law', 'Female'),
(105290, 'Chemistry', 'Male'),
(105291, 'Accounting', 'Female'),
(105292, 'Accounting', 'Female'),
(105293, 'Economics', 'Male'),
(105294, 'Math', 'Male'),
(105295, 'Finance', 'Female'),
(105296, 'Math', 'Female'),
(105297, 'Chemistry', 'Male'),
(105298, 'History', 'Female'),
(105299, 'Fine Arts', 'Female'),
(105300, 'History', 'Male'),
(105301, 'Math', 'Male'),
(105302, 'Drama', 'Male'),
(105303, 'Economics', 'Female'),
(105304, 'Accounting', 'Female'),
(105305, 'Finance', 'Male'),
(105306, 'Accounting', 'Female'),
(105307, 'Accounting', 'Female'),
(105308, 'Film', 'Male'),
(105309, 'Finance', 'Male'),
(105310, 'Law', 'Non-binary'),
(105311, 'History', 'Male'),
(105312, 'Biology', 'Male'),
(105313, 'Chemistry', 'Female'),
(105314, 'Music', 'Male'),
(105315, 'Finance', 'Male'),
(105316, 'Biology', 'Male'),
(105317, 'Psychology', 'Male'),
(105318, 'Biology', 'Female'),
(105319, 'Fine Arts', 'Male'),
(105320, 'Finance', 'Female'),
(105321, 'Economics', 'Female'),
(105322, 'Psychology', 'Male'),
(105323, 'Physics', 'Female'),
(105324, 'Law', 'Female'),
(105325, 'Accounting', 'Female'),
(105326, 'Chemistry', 'Female'),
(105327, 'Fine Arts', 'Male'),
(105328, 'Law', 'Female'),
(105329, 'Accounting', 'Male'),
(105330, 'History', 'Female'),
(105331, 'Finance', 'Male'),
(105332, 'Accounting', 'Female'),
(105333, 'Physics', 'Male'),
(105334, 'Economics', 'Male'),
(105335, 'Accounting', 'Female'),
(105336, 'Physics', 'Male'),
(105337, 'Film', 'Female'),
(105338, 'Law', 'Male'),
(105339, 'Chemistry', 'Female'),
(105340, 'Economics', 'Female'),
(105341, 'Economics', 'Female'),
(105342, 'Physics', 'Male'),
(105343, 'Law', 'Male'),
(105344, 'Film', 'Male'),
(105345, 'History', 'Female'),
(105346, 'Economics', 'Female'),
(105347, 'Psychology', 'Female'),
(105348, 'Psychology', 'Female'),
(105349, 'Film', 'Female'),
(105350, 'Law', 'Female'),
(105351, 'Chemistry', 'Male'),
(105352, 'Biology', 'Female'),
(105353, 'Music', 'Male'),
(105354, 'Music', 'Non-binary'),
(105355, 'Economics', 'Male'),
(105356, 'Economics', 'Female'),
(105357, 'Economics', 'Female'),
(105358, 'Law', 'Female'),
(105359, 'Film', 'Male'),
(105360, 'Physics', 'Female'),
(105361, 'English', 'Female'),
(105362, 'English', 'Male'),
(105363, 'History', 'Male'),
(105364, 'Film', 'Female'),
(105365, 'Finance', 'Female'),
(105366, 'Law', 'Male'),
(105367, 'Economics', 'Non-binary'),
(105368, 'History', 'Female'),
(105369, 'Finance', 'Female'),
(105370, 'Accounting', 'Male'),
(105371, 'English', 'Female'),
(105372, 'Law', 'Male'),
(105373, 'Biology', 'Female'),
(105374, 'English', 'Female'),
(105375, 'Computer Science', 'Female'),
(105376, 'Chemistry', 'Male'),
(105377, 'History', 'Female'),
(105378, 'Finance', 'Female'),
(105379, 'Film', 'Female'),
(105380, 'Physics', 'Female'),
(105381, 'Chemistry', 'Female'),
(105382, 'Economics', 'Female'),
(105383, 'Accounting', 'Female'),
(105384, 'Biology', 'Male'),
(105385, 'Drama', 'Female'),
(105386, 'Finance', 'Female'),
(105387, 'Law', 'Male'),
(105388, 'Chemistry', 'Male'),
(105389, 'Law', 'Female'),
(105390, 'English', 'Female'),
(105391, 'Computer Science', 'Male'),
(105392, 'History', 'Female'),
(105393, 'Physics', 'Male'),
(105394, 'Physics', 'Male'),
(105395, 'Biology', 'Male'),
(105396, 'Physics', 'Female'),
(105397, 'Chemistry', 'Male'),
(105398, 'Accounting', 'Female'),
(105399, 'Fine Arts', 'Female'),
(105400, 'Biology', 'Male'),
(105401, 'Economics', 'Female'),
(105402, 'Music', 'Female'),
(105403, 'History', 'Male'),
(105404, 'Fine Arts', 'Female'),
(105405, 'Finance', 'Female'),
(105406, 'Chemistry', 'Male'),
(105407, 'Drama', 'Female'),
(105408, 'Physics', 'Female'),
(105409, 'Law', 'Female'),
(105410, 'Chemistry', 'Male'),
(105411, 'English', 'Male'),
(105412, 'Finance', 'Female'),
(105413, 'Biology', 'Male'),
(105414, 'Computer Science', 'Female'),
(105415, 'Economics', 'Male'),
(105416, 'Music', 'Female'),
(105417, 'Music', 'Non-binary'),
(105418, 'Chemistry', 'Male'),
(105419, 'Accounting', 'Female'),
(105420, 'Chemistry', 'Male'),
(105421, 'Fine Arts', 'Female'),
(105422, 'Law', 'Male'),
(105423, 'Fine Arts', 'Male'),
(105424, 'History', 'Male'),
(105425, 'Computer Science', 'Male'),
(105426, 'Biology', 'Male'),
(105427, 'English', 'Male'),
(105428, 'Fine Arts', 'Male'),
(105429, 'Film', 'Male'),
(105430, 'English', 'Female'),
(105431, 'Psychology', 'Male'),
(105432, 'Chemistry', 'Female'),
(105433, 'English', 'Female'),
(105434, 'Biology', 'Male'),
(105435, 'Drama', 'Female'),
(105436, 'English', 'Male'),
(105437, 'Finance', 'Female'),
(105438, 'Accounting', 'Female'),
(105439, 'Physics', 'Male'),
(105440, 'History', 'Female'),
(105441, 'Physics', 'Female'),
(105442, 'Film', 'Female'),
(105443, 'Music', 'Male'),
(105444, 'Finance', 'Female'),
(105445, 'History', 'Male'),
(105446, 'Psychology', 'Male'),
(105447, 'Psychology', 'Female'),
(105448, 'Music', 'Male'),
(105449, 'Economics', 'Female'),
(105450, 'Drama', 'Non-binary'),
(105451, 'Fine Arts', 'Male'),
(105452, 'Psychology', 'Male'),
(105453, 'Computer Science', 'Female'),
(105454, 'Biology', 'Female'),
(105455, 'Physics', 'Male'),
(105456, 'Music', 'Male'),
(105457, 'English', 'Male'),
(105458, 'History', 'Female'),
(105459, 'Psychology', 'Female'),
(105460, 'Finance', 'Male'),
(105461, 'Music', 'Female'),
(105462, 'Economics', 'Female'),
(105463, 'Biology', 'Male'),
(105464, 'Economics', 'Female'),
(105465, 'Drama', 'Female'),
(105466, 'Economics', 'Male'),
(105467, 'Psychology', 'Female'),
(105468, 'Psychology', 'Female'),
(105469, 'English', 'Female'),
(105470, 'Chemistry', 'Male'),
(105471, 'Film', 'Male'),
(105472, 'Physics', 'Female'),
(105473, 'History', 'Male'),
(105474, 'Physics', 'Female'),
(105475, 'Physics', 'Female'),
(105476, 'Film', 'Female'),
(105477, 'Computer Science', 'Male'),
(105478, 'Biology', 'Female'),
(105479, 'Biology', 'Female'),
(105480, 'English', 'Male'),
(105481, 'Finance', 'Female'),
(105482, 'Drama', 'Male'),
(105483, 'Math', 'Female'),
(105484, 'Music', 'Male'),
(105485, 'Psychology', 'Male'),
(105486, 'Law', 'Female'),
(105487, 'Music', 'Female'),
(105488, 'Psychology', 'Male'),
(105489, 'Accounting', 'Female'),
(105490, 'Music', 'Male'),
(105491, 'English', 'Male'),
(105492, 'Biology', 'Male'),
(105493, 'Drama', 'Male'),
(105494, 'Music', 'Female'),
(105495, 'Math', 'Male'),
(105496, 'Law', 'Female'),
(105497, 'Law', 'Female'),
(105498, 'Economics', 'Male'),
(105499, 'Accounting', 'Male'),
(105500, 'Physics', 'Male'),
(105501, 'Physics', 'Male'),
(105502, 'Music', 'Female'),
(105503, 'Physics', 'Male'),
(105504, 'Music', 'Female'),
(105505, 'Accounting', 'Female'),
(105506, 'Chemistry', 'Female'),
(105507, 'Computer Science', 'Male'),
(105508, 'Computer Science', 'Female'),
(105509, 'Psychology', 'Male'),
(105510, 'Accounting', 'Female'),
(105511, 'Law', 'Female'),
(105512, 'Film', 'Female'),
(105513, 'History', 'Male'),
(105514, 'History', 'Female'),
(105515, 'Biology', 'Male'),
(105516, 'Physics', 'Female'),
(105517, 'Math', 'Male'),
(105518, 'Physics', 'Male'),
(105519, 'Film', 'Female'),
(105520, 'Math', 'Female'),
(105521, 'History', 'Female'),
(105522, 'Chemistry', 'Male'),
(105523, 'Math', 'Female'),
(105524, 'Psychology', 'Female'),
(105525, 'Economics', 'Male'),
(105526, 'Fine Arts', 'Female'),
(105527, 'Chemistry', 'Female'),
(105528, 'English', 'Male'),
(105529, 'Psychology', 'Male'),
(105530, 'Economics', 'Female'),
(105531, 'Chemistry', 'Male'),
(105532, 'Math', 'Female'),
(105533, 'Computer Science', 'Male'),
(105534, 'Accounting', 'Non-binary'),
(105535, 'English', 'Male'),
(105536, 'Accounting', 'Female'),
(105537, 'English', 'Male'),
(105538, 'Math', 'Male'),
(105539, 'Physics', 'Female'),
(105540, 'Computer Science', 'Male'),
(105541, 'Computer Science', 'Male'),
(105542, 'Film', 'Male'),
(105543, 'Drama', 'Female'),
(105544, 'Drama', 'Female'),
(105545, 'History', 'Male'),
(105546, 'Finance', 'Female'),
(105547, 'Chemistry', 'Female'),
(105548, 'History', 'Male'),
(105549, 'Law', 'Female'),
(105550, 'Economics', 'Male'),
(105551, 'Fine Arts', 'Female'),
(105552, 'Chemistry', 'Male'),
(105553, 'Accounting', 'Female'),
(105554, 'Economics', 'Male'),
(105555, 'Chemistry', 'Male'),
(105556, 'Computer Science', 'Female'),
(105557, 'Physics', 'Female'),
(105558, 'Math', 'Male'),
(105559, 'Fine Arts', 'Male'),
(105560, 'Music', 'Male'),
(105561, 'Music', 'Male'),
(105562, 'Chemistry', 'Male'),
(105563, 'English', 'Male'),
(105564, 'Accounting', 'Male'),
(105565, 'Computer Science', 'Female'),
(105566, 'Psychology', 'Male'),
(105567, 'Math', 'Female'),
(105568, 'Finance', 'Male'),
(105569, 'History', 'Male'),
(105570, 'English', 'Female'),
(105571, 'Fine Arts', 'Male'),
(105572, 'Biology', 'Female'),
(105573, 'Drama', 'Male'),
(105574, 'Film', 'Male'),
(105575, 'Finance', 'Male'),
(105576, 'English', 'Female'),
(105577, 'Computer Science', 'Male'),
(105578, 'Physics', 'Female'),
(105579, 'Physics', 'Female'),
(105580, 'Finance', 'Male'),
(105581, 'Psychology', 'Male'),
(105582, 'Film', 'Female'),
(105583, 'Music', 'Female'),
(105584, 'Psychology', 'Male'),
(105585, 'Biology', 'Female'),
(105586, 'Finance', 'Female'),
(105587, 'Law', 'Male'),
(105588, 'Computer Science', 'Male'),
(105589, 'Math', 'Male'),
(105590, 'Finance', 'Male'),
(105591, 'Fine Arts', 'Male'),
(105592, 'Biology', 'Female'),
(105593, 'English', 'Female'),
(105594, 'Music', 'Male'),
(105595, 'English', 'Female'),
(105596, 'Computer Science', 'Male'),
(105597, 'Law', 'Male'),
(105598, 'English', 'Female'),
(105599, 'Finance', 'Male'),
(105600, 'Biology', 'Male'),
(105601, 'Drama', 'Female'),
(105602, 'Psychology', 'Female'),
(105603, 'Math', 'Female'),
(105604, 'Music', 'Male'),
(105605, 'Economics', 'Male'),
(105606, 'Music', 'Male'),
(105607, 'Economics', 'Female'),
(105608, 'Fine Arts', 'Female'),
(105609, 'Math', 'Female'),
(105610, 'Math', 'Male'),
(105611, 'Computer Science', 'Female'),
(105612, 'Physics', 'Male'),
(105613, 'Biology', 'Male'),
(105614, 'Chemistry', 'Male'),
(105615, 'Finance', 'Female'),
(105616, 'Math', 'Female'),
(105617, 'Math', 'Male'),
(105618, 'Accounting', 'Male'),
(105619, 'Fine Arts', 'Female'),
(105620, 'Finance', 'Female'),
(105621, 'Film', 'Male'),
(105622, 'English', 'Female'),
(105623, 'Biology', 'Male'),
(105624, 'Finance', 'Female'),
(105625, 'Computer Science', 'Male'),
(105626, 'Drama', 'Male'),
(105627, 'Economics', 'Male'),
(105628, 'Film', 'Male'),
(105629, 'Drama', 'Female'),
(105630, 'Finance', 'Female'),
(105631, 'Finance', 'Female'),
(105632, 'Fine Arts', 'Male'),
(105633, 'Physics', 'Male'),
(105634, 'Film', 'Male'),
(105635, 'Drama', 'Female'),
(105636, 'Computer Science', 'Male'),
(105637, 'Math', 'Non-binary'),
(105638, 'Drama', 'Female'),
(105639, 'Physics', 'Male'),
(105640, 'Fine Arts', 'Male'),
(105641, 'Physics', 'Male'),
(105642, 'Math', 'Male'),
(105643, 'Finance', 'Male'),
(105644, 'Fine Arts', 'Female'),
(105645, 'Physics', 'Male'),
(105646, 'Physics', 'Male'),
(105647, 'Chemistry', 'Male'),
(105648, 'Biology', 'Male'),
(105649, 'History', 'Female'),
(105650, 'Drama', 'Female'),
(105651, 'Biology', 'Male'),
(105652, 'Finance', 'Male'),
(105653, 'Drama', 'Female'),
(105654, 'Chemistry', 'Male'),
(105655, 'Chemistry', 'Male'),
(105656, 'Finance', 'Male'),
(105657, 'History', 'Female'),
(105658, 'Accounting', 'Male'),
(105659, 'Computer Science', 'Male'),
(105660, 'Physics', 'Female'),
(105661, 'Psychology', 'Female'),
(105662, 'Film', 'Male'),
(105663, 'Math', 'Male'),
(105664, 'Music', 'Male'),
(105665, 'Biology', 'Female'),
(105666, 'Chemistry', 'Male'),
(105667, 'Computer Science', 'Male'),
(105668, 'Computer Science', 'Male'),
(105669, 'Psychology', 'Female'),
(105670, 'Music', 'Male'),
(105671, 'Biology', 'Female'),
(105672, 'History', 'Female'),
(105673, 'English', 'Female'),
(105674, 'Physics', 'Male'),
(105675, 'English', 'Female'),
(105676, 'Psychology', 'Male'),
(105677, 'Biology', 'Female'),
(105678, 'Physics', 'Male'),
(105679, 'Fine Arts', 'Female'),
(105680, 'Math', 'Female'),
(105681, 'Fine Arts', 'Male'),
(105682, 'Accounting', 'Male'),
(105683, 'English', 'Male'),
(105684, 'Physics', 'Male'),
(105685, 'Physics', 'Male'),
(105686, 'Law', 'Female'),
(105687, 'Drama', 'Female'),
(105688, 'Physics', 'Male'),
(105689, 'History', 'Non-binary'),
(105690, 'Drama', 'Male'),
(105691, 'Psychology', 'Female'),
(105692, 'Chemistry', 'Male'),
(105693, 'Film', 'Male'),
(105694, 'Computer Science', 'Male'),
(105695, 'Math', 'Male'),
(105696, 'Math', 'Female'),
(105697, 'Music', 'Male'),
(105698, 'Biology', 'Female'),
(105699, 'Accounting', 'Male'),
(105700, 'Biology', 'Male'),
(105701, 'Drama', 'Male'),
(105702, 'English', 'Male'),
(105703, 'English', 'Male'),
(105704, 'History', 'Female'),
(105705, 'Biology', 'Male'),
(105706, 'Computer Science', 'Female'),
(105707, 'Accounting', 'Female'),
(105708, 'Physics', 'Male'),
(105709, 'Music', 'Male'),
(105710, 'History', 'Female'),
(105711, 'Psychology', 'Male'),
(105712, 'Music', 'Female'),
(105713, 'Physics', 'Female'),
(105714, 'Computer Science', 'Male'),
(105715, 'Computer Science', 'Male'),
(105716, 'Fine Arts', 'Male'),
(105717, 'Chemistry', 'Female'),
(105718, 'Film', 'Female'),
(105719, 'Psychology', 'Male'),
(105720, 'Computer Science', 'Female'),
(105721, 'Economics', 'Male'),
(105722, 'Biology', 'Female'),
(105723, 'Drama', 'Male'),
(105724, 'Chemistry', 'Male'),
(105725, 'Accounting', 'Non-binary'),
(105726, 'Drama', 'Female'),
(105727, 'Physics', 'Female'),
(105728, 'Film', 'Female'),
(105729, 'Computer Science', 'Male'),
(105730, 'Law', 'Female'),
(105731, 'English', 'Female'),
(105732, 'Computer Science', 'Female'),
(105733, 'Computer Science', 'Female'),
(105734, 'Chemistry', 'Male'),
(105735, 'Fine Arts', 'Female'),
(105736, 'History', 'Female'),
(105737, 'Fine Arts', 'Male'),
(105738, 'Drama', 'Female'),
(105739, 'Law', 'Female'),
(105740, 'Drama', 'Female'),
(105741, 'Chemistry', 'Male'),
(105742, 'Fine Arts', 'Male'),
(105743, 'Math', 'Male'),
(105744, 'Law', 'Male'),
(105745, 'Finance', 'Female'),
(105746, 'Film', 'Non-binary'),
(105747, 'Music', 'Female'),
(105748, 'Physics', 'Female'),
(105749, 'Chemistry', 'Male'),
(105750, 'Chemistry', 'Male'),
(105751, 'Drama', 'Female'),
(105752, 'Accounting', 'Male'),
(105753, 'Computer Science', 'Female'),
(105754, 'Biology', 'Male'),
(105755, 'Biology', 'Female'),
(105756, 'Economics', 'Male'),
(105757, 'Film', 'Male'),
(105758, 'Finance', 'Male'),
(105759, 'Biology', 'Male'),
(105760, 'Biology', 'Male'),
(105761, 'Computer Science', 'Male'),
(105762, 'Physics', 'Female'),
(105763, 'Biology', 'Female'),
(105764, 'Chemistry', 'Male'),
(105765, 'Psychology', 'Female'),
(105766, 'Accounting', 'Female'),
(105767, 'Biology', 'Female'),
(105768, 'Economics', 'Male'),
(105769, 'Math', 'Non-binary'),
(105770, 'Biology', 'Male'),
(105771, 'Biology', 'Male'),
(105772, 'Chemistry', 'Female'),
(105773, 'Chemistry', 'Male'),
(105774, 'Drama', 'Male'),
(105775, 'Finance', 'Female'),
(105776, 'Chemistry', 'Male'),
(105777, 'Biology', 'Male'),
(105778, 'Film', 'Male'),
(105779, 'Computer Science', 'Male'),
(105780, 'Computer Science', 'Male'),
(105781, 'Economics', 'Female'),
(105782, 'Accounting', 'Male'),
(105783, 'Law', 'Female'),
(105784, 'Accounting', 'Male'),
(105785, 'Physics', 'Female'),
(105786, 'Psychology', 'Female'),
(105787, 'Chemistry', 'Female'),
(105788, 'Finance', 'Female'),
(105789, 'Music', 'Male'),
(105790, 'Computer Science', 'Female'),
(105791, 'History', 'Female'),
(105792, 'Music', 'Female'),
(105793, 'Law', 'Non-binary'),
(105794, 'Math', 'Male'),
(105795, 'Computer Science', 'Female'),
(105796, 'Fine Arts', 'Male'),
(105797, 'Economics', 'Male'),
(105798, 'Math', 'Male'),
(105799, 'Physics', 'Male'),
(105800, 'Physics', 'Female'),
(105801, 'Economics', 'Male'),
(105802, 'Economics', 'Female'),
(105803, 'Finance', 'Male'),
(105804, 'Math', 'Male'),
(105805, 'Psychology', 'Female'),
(105806, 'English', 'Female'),
(105807, 'Computer Science', 'Non-binary'),
(105808, 'Finance', 'Female'),
(105809, 'Biology', 'Male'),
(105810, 'Film', 'Female'),
(105811, 'Chemistry', 'Male'),
(105812, 'Law', 'Male'),
(105813, 'Biology', 'Female'),
(105814, 'Psychology', 'Male'),
(105815, 'Physics', 'Female'),
(105816, 'English', 'Male'),
(105817, 'Fine Arts', 'Female'),
(105818, 'Fine Arts', 'Female'),
(105819, 'Computer Science', 'Female'),
(105820, 'Psychology', 'Male'),
(105821, 'Law', 'Female'),
(105822, 'Economics', 'Male'),
(105823, 'Music', 'Female'),
(105824, 'History', 'Female'),
(105825, 'Chemistry', 'Female'),
(105826, 'Music', 'Non-binary'),
(105827, 'Psychology', 'Male'),
(105828, 'Biology', 'Male'),
(105829, 'Fine Arts', 'Male'),
(105830, 'Accounting', 'Female'),
(105831, 'Psychology', 'Male'),
(105832, 'Drama', 'Female'),
(105833, 'Film', 'Female'),
(105834, 'Computer Science', 'Female'),
(105835, 'Fine Arts', 'Male'),
(105836, 'Physics', 'Female'),
(105837, 'Math', 'Male'),
(105838, 'Math', 'Male'),
(105839, 'History', 'Male'),
(105840, 'Economics', 'Male'),
(105841, 'Computer Science', 'Male'),
(105842, 'Math', 'Male'),
(105843, 'Computer Science', 'Female'),
(105844, 'Fine Arts', 'Female'),
(105845, 'Law', 'Female'),
(105846, 'Psychology', 'Non-binary'),
(105847, 'Music', 'Female'),
